Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
2764,Airport,74,Trip Completed,13-07-2016 03:58:16,13-07-2016 04:42:07
2859,City,74,Trip Completed,13-07-2016 05:39:10,13-07-2016 06:37:36
3036,Airport,74,Trip Completed,13-07-2016 07:36:39,13-07-2016 08:45:40
3934,Airport,74,Trip Completed,13-07-2016 22:20:43,13-07-2016 23:25:38
4486,City,74,Trip Completed,14-07-2016 09:00:12,14-07-2016 09:39:07
4996,City,74,Trip Completed,14-07-2016 18:52:05,14-07-2016 19:44:24
5133,Airport,74,Trip Completed,14-07-2016 20:11:45,14-07-2016 20:45:59
5887,City,74,Trip Completed,15-07-2016 09:39:16,15-07-2016 10:23:51
6402,Airport,74,Trip Completed,15-07-2016 19:29:36,15-07-2016 20:41:40
462,City,75,Trip Completed,11/7/2016 9:14,11/7/2016 10:30
817,City,75,Trip Completed,11/7/2016 17:32,11/7/2016 18:23
1790,Airport,75,Trip Completed,12/7/2016 9:06,12/7/2016 9:58
2014,City,75,Trip Completed,12/7/2016 13:36,12/7/2016 14:09
2165,City,75,Trip Completed,12/7/2016 17:31,12/7/2016 18:24
2627,City,75,Trip Completed,12/7/2016 22:08,12/7/2016 22:56
2968,City,75,Trip Completed,13-07-2016 06:54:38,13-07-2016 07:28:34
3282,Airport,75,Trip Completed,13-07-2016 10:47:18,13-07-2016 11:24:06
3544,City,75,Trip Completed,13-07-2016 17:54:21,13-07-2016 19:01:12
5552,Airport,75,Trip Completed,15-07-2016 05:33:21,15-07-2016 06:28:41
6657,Airport,75,Trip Completed,15-07-2016 22:11:53,15-07-2016 23:13:20
88,Airport,76,Trip Completed,11/7/2016 4:54,11/7/2016 6:07
201,City,76,Trip Completed,11/7/2016 6:09,11/7/2016 7:20
847,Airport,76,Trip Completed,11/7/2016 17:49,11/7/2016 18:48
1585,Airport,76,Trip Completed,12/7/2016 6:30,12/7/2016 7:27
2116,City,76,Trip Completed,12/7/2016 16:33,12/7/2016 17:09
2800,Airport,76,Trip Completed,13-07-2016 04:58:26,13-07-2016 05:27:13
3066,City,76,Trip Completed,13-07-2016 07:57:03,13-07-2016 08:44:39
3640,City,76,Trip Completed,13-07-2016 19:05:17,13-07-2016 19:46:35
4162,City,76,Trip Completed,14-07-2016 05:06:45,14-07-2016 06:16:57
4892,Airport,76,Trip Completed,14-07-2016 17:59:40,14-07-2016 19:08:42
5038,City,76,Trip Completed,14-07-2016 19:20:13,14-07-2016 19:47:40
6417,City,76,Trip Completed,15-07-2016 19:44:20,15-07-2016 20:44:57
376,City,77,Trip Completed,11/7/2016 8:11,11/7/2016 8:49
899,City,77,Trip Completed,11/7/2016 18:09,11/7/2016 19:16
1112,Airport,77,Trip Completed,11/7/2016 20:15,11/7/2016 21:07
1444,City,77,Trip Completed,12/7/2016 4:43,12/7/2016 5:56
1993,City,77,Trip Completed,12/7/2016 12:50,12/7/2016 13:42
2417,City,77,Trip Completed,12/7/2016 19:59,12/7/2016 21:22
3318,City,77,Trip Completed,13-07-2016 12:25:28,13-07-2016 13:07:25
3529,Airport,77,Trip Completed,13-07-2016 17:53:17,13-07-2016 18:36:10
4322,Airport,77,Trip Completed,14-07-2016 07:04:32,14-07-2016 07:30:47
5861,Airport,77,Trip Completed,15-07-2016 09:11:35,15-07-2016 10:26:32
6519,City,77,Trip Completed,15-07-2016 20:44:17,15-07-2016 21:32:35
34,City,78,Trip Completed,11/7/2016 2:20,11/7/2016 3:34
637,Airport,78,Trip Completed,11/7/2016 12:24,11/7/2016 13:31
1005,City,78,Trip Completed,11/7/2016 19:07,11/7/2016 19:53
1293,City,78,Trip Completed,11/7/2016 22:28,11/7/2016 23:24
1664,Airport,78,Trip Completed,12/7/2016 7:35,12/7/2016 8:45
1915,City,78,Trip Completed,12/7/2016 10:45,12/7/2016 11:32
3262,Airport,78,Trip Completed,13-07-2016 10:21:02,13-07-2016 11:08:03
3546,City,78,Trip Completed,13-07-2016 18:02:46,13-07-2016 18:48:14
3977,Airport,78,Trip Completed,13-07-2016 23:13:11,13-07-2016 23:50:19
4300,City,78,Trip Completed,14-07-2016 06:46:29,14-07-2016 07:59:18
4680,City,78,Trip Completed,14-07-2016 12:48:45,14-07-2016 13:34:02
4812,City,78,Trip Completed,14-07-2016 17:17:14,14-07-2016 18:20:41
5972,Airport,78,Trip Completed,15-07-2016 11:06:13,15-07-2016 11:47:09
645,City,79,Trip Completed,11/7/2016 12:39,11/7/2016 13:51
732,Airport,79,Trip Completed,11/7/2016 15:18,11/7/2016 15:57
1215,Airport,79,Trip Completed,11/7/2016 21:33,11/7/2016 22:28
1450,Airport,79,Trip Completed,12/7/2016 4:46,12/7/2016 5:46
2044,Airport,79,Trip Completed,12/7/2016 14:39,12/7/2016 15:21
2420,Airport,79,Trip Completed,12/7/2016 20:07,12/7/2016 21:04
3944,City,79,Trip Completed,13-07-2016 22:33:08,13-07-2016 23:09:11
4369,City,79,Trip Completed,14-07-2016 07:37:30,14-07-2016 08:18:10
5070,Airport,79,Trip Completed,14-07-2016 19:33:31,14-07-2016 20:45:20
5822,Airport,79,Trip Completed,15-07-2016 08:53:59,15-07-2016 09:40:06
6723,City,79,Trip Completed,15-07-2016 23:19:28,16-07-2016 00:08:14
3,Airport,80,Trip Completed,11/7/2016 0:24,11/7/2016 1:31
70,City,80,Trip Completed,11/7/2016 4:34,11/7/2016 5:30
256,Airport,80,Trip Completed,11/7/2016 6:44,11/7/2016 7:38
702,Airport,80,Trip Completed,11/7/2016 14:07,11/7/2016 14:50
769,Airport,80,Trip Completed,11/7/2016 16:21,11/7/2016 17:25
1277,City,80,Trip Completed,11/7/2016 22:04,11/7/2016 22:35
2062,Airport,80,Trip Completed,12/7/2016 15:00,12/7/2016 15:54
2399,Airport,80,Trip Completed,12/7/2016 19:51,12/7/2016 20:35
2645,Airport,80,Trip Completed,12/7/2016 22:46,12/7/2016 23:22
3468,City,80,Trip Completed,13-07-2016 17:08:17,13-07-2016 17:46:15
3826,Airport,80,Trip Completed,13-07-2016 21:16:30,13-07-2016 21:51:36
5384,Airport,80,Trip Completed,14-07-2016 00:03:40,14-07-2016 01:03:59
6460,City,80,Trip Completed,15-07-2016 20:09:35,15-07-2016 20:52:51
269,City,81,Trip Completed,11/7/2016 6:44,11/7/2016 7:43
336,Airport,81,Trip Completed,11/7/2016 7:50,11/7/2016 8:44
1241,Airport,81,Trip Completed,11/7/2016 21:38,11/7/2016 22:42
1651,Airport,81,Trip Completed,12/7/2016 7:21,12/7/2016 7:59
1963,City,81,Trip Completed,12/7/2016 11:58,12/7/2016 13:01
2368,City,81,Trip Completed,12/7/2016 19:32,12/7/2016 20:23
3004,Airport,81,Trip Completed,13-07-2016 07:17:33,13-07-2016 08:26:41
3310,City,81,Trip Completed,13-07-2016 11:55:29,13-07-2016 12:57:04
3391,City,81,Trip Completed,13-07-2016 14:34:59,13-07-2016 15:50:57
4194,Airport,81,Trip Completed,14-07-2016 05:27:03,14-07-2016 06:13:22
5728,City,81,Trip Completed,15-07-2016 07:42:06,15-07-2016 08:45:07
6091,City,81,Trip Completed,15-07-2016 14:37:20,15-07-2016 15:17:05
6748,Airport,81,Trip Completed,15-07-2016 23:45:24,16-07-2016 00:51:38
286,City,82,Trip Completed,11/7/2016 6:58,11/7/2016 7:54
547,Airport,82,Trip Completed,11/7/2016 10:01,11/7/2016 10:47
574,City,82,Trip Completed,11/7/2016 10:58,11/7/2016 11:39
936,Airport,82,Trip Completed,11/7/2016 18:28,11/7/2016 19:25
1514,Airport,82,Trip Completed,12/7/2016 5:41,12/7/2016 6:18
1656,City,82,Trip Completed,12/7/2016 7:26,12/7/2016 8:35
2405,Airport,82,Trip Completed,12/7/2016 20:01,12/7/2016 20:53
3372,Airport,82,Trip Completed,13-07-2016 14:03:18,13-07-2016 14:37:56
4215,Airport,82,Trip Completed,14-07-2016 05:40:49,14-07-2016 06:38:45
6486,City,82,Trip Completed,15-07-2016 20:26:16,15-07-2016 21:08:34
520,City,83,Trip Completed,11/7/2016 9:47,11/7/2016 10:43
1285,City,83,Trip Completed,11/7/2016 22:13,11/7/2016 23:17
3394,City,83,Trip Completed,13-07-2016 14:51:48,13-07-2016 15:32:12
3520,City,83,Trip Completed,13-07-2016 17:43:14,13-07-2016 18:36:58
4998,City,83,Trip Completed,14-07-2016 18:52:48,14-07-2016 20:04:07
5377,City,83,Trip Completed,14-07-2016 23:42:02,15-07-2016 00:39:38
5759,City,83,Trip Completed,15-07-2016 08:16:35,15-07-2016 08:54:41
422,City,84,Trip Completed,11/7/2016 8:42,11/7/2016 9:56
578,Airport,84,Trip Completed,11/7/2016 11:03,11/7/2016 11:53
3035,City,84,Trip Completed,13-07-2016 07:31:14,13-07-2016 08:47:40
3728,Airport,84,Trip Completed,13-07-2016 20:03:07,13-07-2016 21:16:50
4097,City,84,Trip Completed,14-07-2016 03:15:23,14-07-2016 04:05:22
5184,City,84,Trip Completed,14-07-2016 20:42:24,14-07-2016 21:49:56
5404,City,84,Trip Completed,15-07-2016 01:12:58,15-07-2016 02:05:26
5525,Airport,84,Trip Completed,15-07-2016 05:18:23,15-07-2016 06:36:52
6392,Airport,84,Trip Completed,15-07-2016 19:24:23,15-07-2016 20:31:59
603,Airport,85,Trip Completed,11/7/2016 11:43,11/7/2016 12:56
1956,City,85,Trip Completed,12/7/2016 11:45,12/7/2016 12:32
2914,Airport,85,Trip Completed,13-07-2016 06:16:45,13-07-2016 06:51:33
3434,Airport,85,Trip Completed,13-07-2016 16:07:30,13-07-2016 16:48:47
3454,City,85,Trip Completed,13-07-2016 16:57:25,13-07-2016 18:07:08
3809,City,85,Trip Completed,13-07-2016 20:58:30,13-07-2016 21:43:20
3947,Airport,85,Trip Completed,13-07-2016 22:39:30,13-07-2016 23:15:31
4319,Airport,85,Trip Completed,14-07-2016 06:54:47,14-07-2016 08:09:53
4716,City,85,Trip Completed,14-07-2016 13:36:45,14-07-2016 14:08:52
5790,Airport,85,Trip Completed,15-07-2016 08:31:42,15-07-2016 09:40:10
6205,Airport,85,Trip Completed,15-07-2016 17:26:43,15-07-2016 18:38:55
6727,Airport,85,Trip Completed,15-07-2016 23:25:29,16-07-2016 00:19:56
51,City,86,Trip Completed,11/7/2016 3:34,11/7/2016 4:33
446,City,86,Trip Completed,11/7/2016 9:07,11/7/2016 10:08
1252,City,86,Trip Completed,11/7/2016 21:51,11/7/2016 22:58
1380,Airport,86,Trip Completed,12/7/2016 1:01,12/7/2016 2:15
1638,City,86,Trip Completed,12/7/2016 7:15,12/7/2016 7:50
2152,Airport,86,Trip Completed,12/7/2016 17:25,12/7/2016 17:55
3125,City,86,Trip Completed,13-07-2016 08:45:44,13-07-2016 09:19:27
3366,City,86,Trip Completed,13-07-2016 13:45:51,13-07-2016 14:34:41
4632,Airport,86,Trip Completed,14-07-2016 11:21:39,14-07-2016 12:20:11
5924,City,86,Trip Completed,15-07-2016 10:09:09,15-07-2016 10:47:56
6133,Airport,86,Trip Completed,15-07-2016 15:43:08,15-07-2016 16:15:26
6316,Airport,86,Trip Completed,15-07-2016 18:35:07,15-07-2016 19:07:32
6609,City,86,Trip Completed,15-07-2016 21:44:29,15-07-2016 22:55:40
246,Airport,87,Trip Completed,11/7/2016 6:35,11/7/2016 7:10
980,Airport,87,Trip Completed,11/7/2016 19:00,11/7/2016 20:15
1677,City,87,Trip Completed,12/7/2016 7:38,12/7/2016 8:16
4620,City,87,Trip Completed,14-07-2016 10:59:15,14-07-2016 12:14:06
4848,Airport,87,Trip Completed,14-07-2016 17:33:47,14-07-2016 18:16:00
5402,Airport,87,Trip Completed,15-07-2016 01:06:24,15-07-2016 01:48:20
5971,Airport,87,Trip Completed,15-07-2016 11:04:56,15-07-2016 11:47:41
6113,City,87,Trip Completed,15-07-2016 15:15:03,15-07-2016 16:22:39
6508,City,87,Trip Completed,15-07-2016 20:40:24,15-07-2016 21:39:52
746,Airport,88,Trip Completed,11/7/2016 15:47,11/7/2016 16:34
1488,Airport,88,Trip Completed,12/7/2016 5:31,12/7/2016 6:38
1838,City,88,Trip Completed,12/7/2016 9:40,12/7/2016 10:10
2839,Airport,88,Trip Completed,13-07-2016 05:20:59,13-07-2016 06:05:31
4391,City,88,Trip Completed,14-07-2016 07:52:04,14-07-2016 09:02:00
4701,City,88,Trip Completed,14-07-2016 13:09:42,14-07-2016 13:49:32
5171,Airport,88,Trip Completed,14-07-2016 20:29:51,14-07-2016 21:35:12
5962,City,88,Trip Completed,15-07-2016 10:48:38,15-07-2016 11:55:36
6118,City,88,Trip Completed,15-07-2016 15:17:12,15-07-2016 16:19:24
6450,City,88,Trip Completed,15-07-2016 20:01:09,15-07-2016 20:59:46
257,Airport,89,Trip Completed,11/7/2016 6:38,11/7/2016 7:50
708,Airport,89,Trip Completed,11/7/2016 14:16,11/7/2016 14:48
891,Airport,89,Trip Completed,11/7/2016 18:10,11/7/2016 19:14
1748,City,89,Trip Completed,12/7/2016 8:33,12/7/2016 9:14
2625,City,89,Trip Completed,12/7/2016 22:09,12/7/2016 23:18
3989,City,89,Trip Completed,13-07-2016 23:21:15,14-07-2016 00:31:11
5285,Airport,89,Trip Completed,14-07-2016 21:42:42,14-07-2016 22:12:28
6461,City,89,Trip Completed,15-07-2016 20:12:18,15-07-2016 21:12:20
1563,Airport,90,Trip Completed,12/7/2016 6:16,12/7/2016 7:32
2207,Airport,90,Trip Completed,12/7/2016 17:56,12/7/2016 19:14
2879,City,90,Trip Completed,13-07-2016 05:59:51,13-07-2016 06:50:15
3644,Airport,90,Trip Completed,13-07-2016 19:08:59,13-07-2016 19:54:48
3996,Airport,90,Trip Completed,13-07-2016 23:36:34,14-07-2016 00:35:55
4355,City,90,Trip Completed,14-07-2016 07:19:07,14-07-2016 07:59:34
4758,City,90,Trip Completed,14-07-2016 15:26:32,14-07-2016 16:07:31
6001,Airport,90,Trip Completed,15-07-2016 12:07:54,15-07-2016 13:18:10
1181,Airport,91,Trip Completed,11/7/2016 21:04,11/7/2016 22:06
1297,City,91,Trip Completed,11/7/2016 22:22,11/7/2016 23:03
1429,City,91,Trip Completed,12/7/2016 4:41,12/7/2016 5:22
2104,City,91,Trip Completed,12/7/2016 16:07,12/7/2016 17:04
2736,City,91,Trip Completed,13-07-2016 02:43:10,13-07-2016 03:54:57
3615,City,91,Trip Completed,13-07-2016 18:56:23,13-07-2016 19:43:28
4719,Airport,91,Trip Completed,14-07-2016 13:43:28,14-07-2016 14:46:06
4748,City,91,Trip Completed,14-07-2016 15:03:23,14-07-2016 16:22:04
870,City,92,Trip Completed,11/7/2016 17:57,11/7/2016 18:41
2124,Airport,92,Trip Completed,12/7/2016 16:53,12/7/2016 17:31
2457,Airport,92,Trip Completed,12/7/2016 20:31,12/7/2016 21:39
2621,City,92,Trip Completed,12/7/2016 22:05,12/7/2016 22:58
3168,City,92,Trip Completed,13-07-2016 09:12:04,13-07-2016 10:08:48
3285,Airport,92,Trip Completed,13-07-2016 10:59:12,13-07-2016 12:00:50
3315,City,92,Trip Completed,13-07-2016 12:09:28,13-07-2016 13:19:04
5585,City,92,Trip Completed,15-07-2016 05:58:43,15-07-2016 07:10:36
6235,City,92,Trip Completed,15-07-2016 17:47:05,15-07-2016 18:20:13
913,Airport,93,Trip Completed,11/7/2016 18:18,11/7/2016 19:15
1852,City,93,Trip Completed,12/7/2016 9:43,12/7/2016 10:58
3117,Airport,93,Trip Completed,13-07-2016 08:34:53,13-07-2016 09:07:49
3392,Airport,93,Trip Completed,13-07-2016 14:46:13,13-07-2016 15:17:16
4722,City,93,Trip Completed,14-07-2016 13:50:32,14-07-2016 14:59:32
692,Airport,94,Trip Completed,11/7/2016 13:49,11/7/2016 14:29
1351,Airport,94,Trip Completed,11/7/2016 23:44,12/7/2016 0:49
1800,City,94,Trip Completed,12/7/2016 9:09,12/7/2016 10:05
2434,City,94,Trip Completed,12/7/2016 20:16,12/7/2016 21:15
3212,City,94,Trip Completed,13-07-2016 09:48:28,13-07-2016 10:45:47
3340,City,94,Trip Completed,13-07-2016 12:45:18,13-07-2016 13:37:51
3598,Airport,94,Trip Completed,13-07-2016 18:38:49,13-07-2016 19:40:08
53,Airport,95,Trip Completed,11/7/2016 3:30,11/7/2016 4:22
3558,Airport,95,Trip Completed,13-07-2016 18:14:56,13-07-2016 18:51:03
4257,City,95,Trip Completed,14-07-2016 06:10:44,14-07-2016 07:08:09
4869,City,95,Trip Completed,14-07-2016 17:49:44,14-07-2016 18:20:32
5548,City,95,Trip Completed,15-07-2016 05:24:22,15-07-2016 06:06:40
5630,Airport,95,Trip Completed,15-07-2016 06:32:35,15-07-2016 07:14:40
6645,City,95,Trip Completed,15-07-2016 22:10:21,15-07-2016 23:00:45
156,Airport,96,Trip Completed,11/7/2016 5:35,11/7/2016 6:40
350,City,96,Trip Completed,11/7/2016 7:53,11/7/2016 8:40
976,Airport,96,Trip Completed,11/7/2016 18:54,11/7/2016 19:48
1344,City,96,Trip Completed,11/7/2016 23:35,12/7/2016 0:39
1524,City,96,Trip Completed,12/7/2016 5:50,12/7/2016 6:59
2143,Airport,96,Trip Completed,12/7/2016 17:15,12/7/2016 17:56
2353,City,96,Trip Completed,12/7/2016 19:31,12/7/2016 20:23
3028,Airport,96,Trip Completed,13-07-2016 07:28:45,13-07-2016 08:14:23
3913,Airport,96,Trip Completed,13-07-2016 22:14:24,13-07-2016 22:56:32
4274,City,96,Trip Completed,14-07-2016 06:18:59,14-07-2016 07:27:20
4673,City,96,Trip Completed,14-07-2016 12:35:29,14-07-2016 13:44:08
6198,Airport,96,Trip Completed,15-07-2016 17:23:01,15-07-2016 18:11:45
569,Airport,97,Trip Completed,11/7/2016 10:37,11/7/2016 11:44
1626,Airport,97,Trip Completed,12/7/2016 6:58,12/7/2016 7:49
3505,City,97,Trip Completed,13-07-2016 17:37:40,13-07-2016 18:22:34
3758,City,97,Trip Completed,13-07-2016 20:37:56,13-07-2016 21:16:23
4649,City,97,Trip Completed,14-07-2016 11:50:27,14-07-2016 12:44:54
4745,Airport,97,Trip Completed,14-07-2016 15:06:01,14-07-2016 16:05:37
5354,Airport,97,Trip Completed,14-07-2016 23:07:32,15-07-2016 00:01:32
5953,City,97,Trip Completed,15-07-2016 10:42:09,15-07-2016 11:38:44
6577,City,97,Trip Completed,15-07-2016 21:19:03,15-07-2016 21:48:54
1565,Airport,98,Trip Completed,12/7/2016 6:21,12/7/2016 7:32
1973,Airport,98,Trip Completed,12/7/2016 12:17,12/7/2016 12:47
2363,Airport,98,Trip Completed,12/7/2016 19:31,12/7/2016 20:32
2994,City,98,Trip Completed,13-07-2016 07:15:27,13-07-2016 08:12:48
3201,Airport,98,Trip Completed,13-07-2016 09:33:26,13-07-2016 10:17:39
3511,City,98,Trip Completed,13-07-2016 17:38:17,13-07-2016 18:54:39
3956,Airport,98,Trip Completed,13-07-2016 22:47:55,13-07-2016 23:41:58
4359,City,98,Trip Completed,14-07-2016 07:27:05,14-07-2016 08:03:57
4798,City,98,Trip Completed,14-07-2016 16:52:26,14-07-2016 17:39:23
5955,Airport,98,Trip Completed,15-07-2016 10:45:56,15-07-2016 11:48:25
6117,Airport,98,Trip Completed,15-07-2016 15:17:13,15-07-2016 16:06:54
6252,City,98,Trip Completed,15-07-2016 18:00:40,15-07-2016 18:46:03
101,Airport,99,Trip Completed,11/7/2016 5:08,11/7/2016 6:09
351,City,99,Trip Completed,11/7/2016 7:53,11/7/2016 8:55
871,City,99,Trip Completed,11/7/2016 17:57,11/7/2016 18:42
1330,Airport,99,Trip Completed,11/7/2016 23:11,12/7/2016 0:14
3227,Airport,99,Trip Completed,13-07-2016 09:52:49,13-07-2016 10:33:38
4921,City,99,Trip Completed,14-07-2016 18:14:26,14-07-2016 19:20:18
5373,City,99,Trip Completed,14-07-2016 23:42:23,15-07-2016 00:17:24
6612,Airport,99,Trip Completed,15-07-2016 21:49:41,15-07-2016 22:28:38
50,City,100,Trip Completed,11/7/2016 3:22,11/7/2016 3:57
102,Airport,100,Trip Completed,11/7/2016 5:01,11/7/2016 5:38
211,City,100,Trip Completed,11/7/2016 6:08,11/7/2016 6:47
510,City,100,Trip Completed,11/7/2016 9:40,11/7/2016 11:01
1548,Airport,100,Trip Completed,12/7/2016 6:10,12/7/2016 7:12
2208,City,100,Trip Completed,12/7/2016 17:59,12/7/2016 19:00
4030,City,100,Trip Completed,14-07-2016 00:13:43,14-07-2016 00:47:55
4370,City,100,Trip Completed,14-07-2016 07:36:53,14-07-2016 08:16:29
5834,Airport,100,Trip Completed,15-07-2016 08:54:03,15-07-2016 10:05:53
639,City,101,Trip Completed,11/7/2016 12:28,11/7/2016 12:56
1451,Airport,101,Trip Completed,12/7/2016 4:53,12/7/2016 5:40
2335,City,101,Trip Completed,12/7/2016 19:15,12/7/2016 20:02
2572,Airport,101,Trip Completed,12/7/2016 21:35,12/7/2016 22:42
3326,Airport,101,Trip Completed,13-07-2016 12:29:20,13-07-2016 13:09:40
3916,City,101,Trip Completed,13-07-2016 22:08:13,13-07-2016 23:22:35
4514,City,101,Trip Completed,14-07-2016 09:16:24,14-07-2016 10:16:38
6604,City,101,Trip Completed,15-07-2016 21:42:04,15-07-2016 22:19:18
373,Airport,102,Trip Completed,11/7/2016 8:09,11/7/2016 9:16
1338,Airport,102,Trip Completed,11/7/2016 23:23,11/7/2016 23:58
1830,City,102,Trip Completed,12/7/2016 9:33,12/7/2016 10:43
2274,City,102,Trip Completed,12/7/2016 18:33,12/7/2016 19:22
3224,Airport,102,Trip Completed,13-07-2016 09:52:22,13-07-2016 10:28:33
5321,City,102,Trip Completed,14-07-2016 22:09:50,14-07-2016 22:46:06
5520,City,102,Trip Completed,15-07-2016 05:17:46,15-07-2016 06:01:41
5842,City,102,Trip Completed,15-07-2016 09:04:30,15-07-2016 09:53:01
6429,Airport,102,Trip Completed,15-07-2016 19:49:10,15-07-2016 20:34:01
6704,Airport,102,Trip Completed,15-07-2016 22:58:01,15-07-2016 23:59:35
2057,Airport,103,Trip Completed,12/7/2016 15:02,12/7/2016 15:36
3723,Airport,103,Trip Completed,13-07-2016 20:03:45,13-07-2016 20:57:08
4492,City,103,Trip Completed,14-07-2016 09:01:49,14-07-2016 10:05:11
5153,Airport,103,Trip Completed,14-07-2016 20:29:19,14-07-2016 21:38:20
6531,City,103,Trip Completed,15-07-2016 20:49:25,15-07-2016 21:27:36
521,City,104,Trip Completed,11/7/2016 9:48,11/7/2016 10:55
1850,City,104,Trip Completed,12/7/2016 9:45,12/7/2016 10:20
2851,Airport,104,Trip Completed,13-07-2016 05:31:53,13-07-2016 06:39:33
5380,Airport,104,Trip Completed,14-07-2016 23:50:28,15-07-2016 00:39:55
5917,Airport,104,Trip Completed,15-07-2016 10:04:16,15-07-2016 10:54:15
148,Airport,105,Trip Completed,11/7/2016 5:36,11/7/2016 6:46
1113,City,105,Trip Completed,11/7/2016 20:18,11/7/2016 20:55
1758,Airport,105,Trip Completed,12/7/2016 8:44,12/7/2016 9:19
2395,Airport,105,Trip Completed,12/7/2016 19:55,12/7/2016 20:50
2708,Airport,105,Trip Completed,13-07-2016 01:22:32,13-07-2016 02:35:10
2995,City,105,Trip Completed,13-07-2016 07:07:32,13-07-2016 08:08:45
3993,City,105,Trip Completed,13-07-2016 23:31:47,14-07-2016 00:14:14
4724,City,105,Trip Completed,14-07-2016 13:52:36,14-07-2016 14:29:40
5144,Airport,105,Trip Completed,14-07-2016 20:21:02,14-07-2016 21:16:51
5572,City,105,Trip Completed,15-07-2016 05:46:37,15-07-2016 06:40:01
5740,Airport,105,Trip Completed,15-07-2016 07:50:35,15-07-2016 08:58:39
5938,City,105,Trip Completed,15-07-2016 10:16:24,15-07-2016 11:06:42
6299,City,105,Trip Completed,15-07-2016 18:25:54,15-07-2016 19:07:36
6695,Airport,105,Trip Completed,15-07-2016 22:45:03,16-07-2016 00:02:06
507,Airport,106,Trip Completed,11/7/2016 9:40,11/7/2016 10:38
1135,Airport,106,Trip Completed,11/7/2016 20:37,11/7/2016 21:29
1479,City,106,Trip Completed,12/7/2016 5:16,12/7/2016 5:58
3275,City,106,Trip Completed,13-07-2016 10:39:32,13-07-2016 11:39:21
4078,City,106,Trip Completed,14-07-2016 02:10:33,14-07-2016 03:05:32
4176,Airport,106,Trip Completed,14-07-2016 05:18:01,14-07-2016 06:01:38
4776,City,106,Trip Completed,14-07-2016 16:16:30,14-07-2016 17:31:10
4899,Airport,106,Trip Completed,14-07-2016 18:02:51,14-07-2016 19:01:55
35,City,107,Trip Completed,11/7/2016 2:36,11/7/2016 3:03
161,Airport,107,Trip Completed,11/7/2016 5:36,11/7/2016 6:10
831,Airport,107,Trip Completed,11/7/2016 17:30,11/7/2016 18:19
1080,Airport,107,Trip Completed,11/7/2016 19:59,11/7/2016 20:38
2496,City,107,Trip Completed,12/7/2016 20:53,12/7/2016 21:33
3141,City,107,Trip Completed,13-07-2016 08:58:47,13-07-2016 09:28:32
3297,City,107,Trip Completed,13-07-2016 11:37:32,13-07-2016 12:14:07
3602,Airport,107,Trip Completed,13-07-2016 18:40:02,13-07-2016 19:13:36
4150,City,107,Trip Completed,14-07-2016 04:51:03,14-07-2016 05:50:07
4361,City,107,Trip Completed,14-07-2016 07:29:29,14-07-2016 08:28:35
4642,City,107,Trip Completed,14-07-2016 11:44:26,14-07-2016 12:41:11
4752,City,107,Trip Completed,14-07-2016 15:19:35,14-07-2016 16:11:37
4849,City,107,Trip Completed,14-07-2016 17:39:27,14-07-2016 18:44:26
6199,City,107,Trip Completed,15-07-2016 17:25:23,15-07-2016 18:19:03
241,City,108,Trip Completed,11/7/2016 6:31,11/7/2016 7:17
1339,Airport,108,Trip Completed,11/7/2016 23:25,12/7/2016 0:32
1454,City,108,Trip Completed,12/7/2016 4:54,12/7/2016 6:07
4342,City,108,Trip Completed,14-07-2016 07:17:09,14-07-2016 08:15:45
6766,City,108,Trip Completed,15-07-2016 00:06:56,15-07-2016 01:10:34
6213,City,108,Trip Completed,15-07-2016 17:30:09,15-07-2016 18:32:51
41,City,109,Trip Completed,11/7/2016 2:47,11/7/2016 3:23
279,Airport,109,Trip Completed,11/7/2016 6:58,11/7/2016 7:47
952,City,109,Trip Completed,11/7/2016 18:39,11/7/2016 19:19
1200,Airport,109,Trip Completed,11/7/2016 21:13,11/7/2016 22:29
1775,City,109,Trip Completed,12/7/2016 8:57,12/7/2016 9:52
1953,Airport,109,Trip Completed,12/7/2016 11:38,12/7/2016 12:41
3270,City,109,Trip Completed,13-07-2016 10:28:01,13-07-2016 11:04:59
3497,Airport,109,Trip Completed,13-07-2016 17:32:20,13-07-2016 18:27:42
3897,Airport,109,Trip Completed,13-07-2016 22:00:50,13-07-2016 22:37:59
4601,City,109,Trip Completed,14-07-2016 10:13:30,14-07-2016 10:52:16
4621,Airport,109,Trip Completed,14-07-2016 11:02:21,14-07-2016 11:46:14
5061,City,109,Trip Completed,14-07-2016 19:29:16,14-07-2016 20:13:18
5359,City,109,Trip Completed,14-07-2016 23:21:57,15-07-2016 00:24:00
6179,Airport,109,Trip Completed,15-07-2016 16:53:17,15-07-2016 18:08:57
469,Airport,110,Trip Completed,11/7/2016 9:24,11/7/2016 10:04
914,City,110,Trip Completed,11/7/2016 18:17,11/7/2016 18:58
1386,Airport,110,Trip Completed,12/7/2016 1:30,12/7/2016 2:42
1935,City,110,Trip Completed,12/7/2016 11:16,12/7/2016 12:17
3243,Airport,110,Trip Completed,13-07-2016 10:03:58,13-07-2016 10:46:44
3449,City,110,Trip Completed,13-07-2016 16:52:29,13-07-2016 17:21:31
4500,City,110,Trip Completed,14-07-2016 09:04:43,14-07-2016 10:09:11
5328,Airport,110,Trip Completed,14-07-2016 22:10:37,14-07-2016 22:51:25
